BusinessEntityID,PhoneNumber,PhoneNumberTypeID,ModifiedDate
6493,969-555-0145,1,Feb 13 2014 12:00AM
6494,681-555-0186,1,Mar 27 2014 12:00AM
6495,1 (11) 500 555-0128,1,Aug 23 2013 12:00AM
6496,910-555-0185,1,Apr 11 2014 12:00AM
6497,809-555-0110,2,Jul 11 2013 12:00AM
6498,984-555-0124,1,Jan 22 2014 12:00AM
6499,192-555-0120,1,May  7 2014 12:00AM
6500,1 (11) 500 555-0121,2,Jan 28 2014 12:00AM
6501,836-555-0132,2,Aug  2 2013 12:00AM
6502,1 (11) 500 555-0184,2,Nov  3 2012 12:00AM
6503,384-555-0142,1,Jun  1 2012 12:00AM
6504,1 (11) 500 555-0164,1,Jan 28 2012 12:00AM
6505,1 (11) 500 555-0125,2,Dec 20 2011 12:00AM
6506,1 (11) 500 555-0190,1,Mar 20 2014 12:00AM
6507,411-555-0125,1,Mar 21 2012 12:00AM
6508,640-555-0132,2,Jul  7 2013 12:00AM
6509,1 (11) 500 555-0135,2,Jan 16 2013 12:00AM
6510,1 (11) 500 555-0166,2,Apr  2 2012 12:00AM
6511,997-555-0118,2,May 24 2014 12:00AM
6512,1 (11) 500 555-0116,1,Jul 21 2013 12:00AM
6513,1 (11) 500 555-0198,1,Dec 18 2011 12:00AM
6514,487-555-0194,2,Jan 17 2014 12:00AM
6515,1 (11) 500 555-0182,1,Feb  2 2014 12:00AM
6516,669-555-0149,1,Oct  7 2013 12:00AM
6517,1 (11) 500 555-0147,2,Apr 28 2014 12:00AM
6518,136-555-0124,1,Apr 27 2014 12:00AM
6519,1 (11) 500 555-0123,2,Aug 22 2013 12:00AM
6520,1 (11) 500 555-0118,2,Jan 14 2014 12:00AM
6521,114-555-0179,2,Nov 18 2013 12:00AM
6522,589-555-0185,2,Jun 22 2013 12:00AM
6523,369-555-0123,2,Apr  5 2013 12:00AM
6524,597-555-0183,1,Sep 17 2012 12:00AM
6525,911-555-0117,2,Feb  4 2014 12:00AM
6526,1 (11) 500 555-0115,1,Mar 16 2014 12:00AM
6527,630-555-0128,1,Dec 12 2013 12:00AM
6528,473-555-0111,1,Feb 13 2014 12:00AM
6529,1 (11) 500 555-0162,2,Feb 23 2012 12:00AM
6530,214-555-0118,2,Oct  6 2013 12:00AM
6531,1 (11) 500 555-0114,1,Jan  2 2014 12:00AM
6532,1 (11) 500 555-0138,2,Jul  8 2013 12:00AM
6533,569-555-0151,1,Oct 27 2013 12:00AM
6534,1 (11) 500 555-0114,2,Oct 28 2011 12:00AM
6535,398-555-0168,2,Oct 26 2013 12:00AM
6536,168-555-0113,2,May 26 2012 12:00AM
6537,1 (11) 500 555-0172,1,Jul 18 2013 12:00AM
6538,1 (11) 500 555-0147,1,May 21 2013 12:00AM
6539,806-555-0181,2,Apr 14 2014 12:00AM
6540,183-555-0122,2,Feb  3 2014 12:00AM
6541,1 (11) 500 555-0134,1,Dec  5 2013 12:00AM
6542,1 (11) 500 555-0110,1,Feb  7 2014 12:00AM
6543,649-555-0123,1,Dec 26 2013 12:00AM
6544,1 (11) 500 555-0110,2,Aug 19 2012 12:00AM
6545,813-555-0141,1,Dec 24 2013 12:00AM
6546,602-555-0130,2,Mar  4 2014 12:00AM
6547,618-555-0116,2,Nov 19 2013 12:00AM
6548,1 (11) 500 555-0131,2,Feb 14 2013 12:00AM
6549,787-555-0136,2,Sep 10 2013 12:00AM
6550,113-555-0122,2,Jul  7 2013 12:00AM
6551,442-555-0172,1,Mar 16 2014 12:00AM
6552,744-555-0163,2,Sep 19 2011 12:00AM
6553,730-555-0139,1,Nov  1 2013 12:00AM
6554,1 (11) 500 555-0164,1,May 10 2013 12:00AM
6555,1 (11) 500 555-0182,1,Sep 27 2013 12:00AM
6556,1 (11) 500 555-0156,1,Apr 26 2013 12:00AM
6557,990-555-0120,1,Oct  1 2013 12:00AM
6558,1 (11) 500 555-0160,2,Oct 10 2011 12:00AM
6559,406-555-0129,2,Sep 15 2013 12:00AM
6560,1 (11) 500 555-0111,1,Oct  9 2013 12:00AM
6561,658-555-0142,2,Nov  7 2013 12:00AM
6562,746-555-0154,1,Mar 23 2014 12:00AM
6563,1 (11) 500 555-0198,1,Aug  8 2011 12:00AM
6564,964-555-0196,2,Jul 31 2013 12:00AM
6565,961-555-0133,2,Jan 22 2014 12:00AM
6566,1 (11) 500 555-0160,2,Oct 17 2012 12:00AM
6567,477-555-0168,1,Feb 18 2014 12:00AM
6568,837-555-0116,2,Sep  1 2013 12:00AM
6569,497-555-0185,2,Nov 30 2013 12:00AM
6570,120-555-0115,2,Jun 20 2013 12:00AM
6571,1 (11) 500 555-0126,1,May 16 2014 12:00AM
6572,696-555-0187,2,Apr 16 2014 12:00AM
6573,1 (11) 500 555-0120,2,Dec  9 2011 12:00AM
6574,497-555-0186,1,May 10 2014 12:00AM
6575,332-555-0195,2,Jul 16 2013 12:00AM
6576,833-555-0155,1,Oct 26 2011 12:00AM
6577,295-555-0128,1,Mar  8 2012 12:00AM
6578,1 (11) 500 555-0182,1,Sep 11 2012 12:00AM
6579,418-555-0156,2,Mar  6 2014 12:00AM
6580,493-555-0113,2,Jan 24 2014 12:00AM
6581,1 (11) 500 555-0121,2,Feb 26 2013 12:00AM
6582,160-555-0172,2,Apr 29 2014 12:00AM
6583,1 (11) 500 555-0196,1,Nov 23 2012 12:00AM
6584,306-555-0130,2,May 22 2014 12:00AM
6585,1 (11) 500 555-0138,2,May 26 2014 12:00AM
6586,1 (11) 500 555-0191,2,Sep  4 2013 12:00AM
6587,394-555-0182,1,Sep 16 2013 12:00AM
6588,1 (11) 500 555-0118,2,Sep 11 2012 12:00AM
6589,505-555-0116,1,Jul 30 2011 12:00AM
6590,1 (11) 500 555-0119,2,Apr  4 2013 12:00AM
6591,487-555-0198,2,Apr 13 2014 12:00AM
6592,1 (11) 500 555-0173,1,Apr 14 2014 12:00AM
6593,1 (11) 500 555-0135,1,Apr  6 2013 12:00AM
6594,212-555-0119,1,Aug 29 2013 12:00AM
6595,1 (11) 500 555-0162,1,Dec 20 2013 12:00AM
6596,1 (11) 500 555-0199,2,Oct 28 2012 12:00AM
6597,605-555-0145,1,Oct  3 2013 12:00AM
6598,1 (11) 500 555-0187,1,Sep 17 2013 12:00AM
6599,1 (11) 500 555-0164,2,Nov 26 2012 12:00AM
6600,837-555-0140,1,Jun 27 2014 12:00AM
6601,391-555-0113,1,Aug 29 2013 12:00AM
6602,1 (11) 500 555-0161,1,Apr 17 2014 12:00AM
6603,1 (11) 500 555-0161,2,Jul 25 2013 12:00AM
6604,172-555-0163,1,Aug 21 2013 12:00AM
6605,892-555-0144,2,Aug 30 2013 12:00AM
6606,349-555-0169,1,Nov  4 2013 12:00AM
6607,1 (11) 500 555-0119,1,Jan  6 2013 12:00AM
6608,122-555-0120,1,Feb 21 2014 12:00AM
6609,422-555-0169,2,Jan 16 2014 12:00AM
6610,694-555-0182,2,Jan 11 2014 12:00AM
6611,1 (11) 500 555-0182,2,Apr 17 2013 12:00AM
6612,824-555-0133,2,Sep 20 2013 12:00AM
6613,189-555-0112,1,Mar 27 2014 12:00AM
6614,1 (11) 500 555-0184,1,May 10 2012 12:00AM
6615,191-555-0115,2,Jun 28 2014 12:00AM
6616,701-555-0175,2,Feb 23 2012 12:00AM
6617,169-555-0118,1,Jul 13 2012 12:00AM
6618,1 (11) 500 555-0148,1,Jan 17 2014 12:00AM
6619,655-555-0194,1,Dec 29 2012 12:00AM
6620,497-555-0196,2,Jun  1 2013 12:00AM
6621,801-555-0176,1,May 10 2012 12:00AM
6622,444-555-0144,2,Jan 15 2012 12:00AM
6623,875-555-0149,1,Feb 12 2014 12:00AM
6624,1 (11) 500 555-0133,2,Mar 30 2014 12:00AM
6625,1 (11) 500 555-0121,2,Sep  2 2012 12:00AM
6626,1 (11) 500 555-0198,2,Nov 24 2013 12:00AM
6627,535-555-0131,2,Feb 13 2012 12:00AM
6628,1 (11) 500 555-0128,1,Jul 16 2013 12:00AM
6629,455-555-0186,2,Sep  5 2013 12:00AM
6630,430-555-0145,2,Jan 13 2012 12:00AM
6631,592-555-0152,1,May 13 2014 12:00AM
6632,151-555-0135,1,Nov 22 2013 12:00AM
6633,431-555-0179,1,Aug 22 2012 12:00AM
6634,985-555-0125,2,Jul 27 2013 12:00AM
6635,1 (11) 500 555-0140,1,Sep 12 2011 12:00AM
6636,1 (11) 500 555-0114,1,Jan 28 2014 12:00AM
6637,1 (11) 500 555-0126,1,Jan  7 2014 12:00AM
6638,1 (11) 500 555-0112,2,May  1 2013 12:00AM
6639,1 (11) 500 555-0113,1,Sep 28 2013 12:00AM
6640,1 (11) 500 555-0156,1,Aug 23 2012 12:00AM
6641,289-555-0163,2,Nov 27 2013 12:00AM
6642,645-555-0110,1,Mar 27 2014 12:00AM
6643,102-555-0122,2,Mar 26 2014 12:00AM
6644,1 (11) 500 555-0182,1,Sep  6 2013 12:00AM
6645,173-555-0176,1,Jun 16 2014 12:00AM
6646,1 (11) 500 555-0192,1,Nov 28 2013 12:00AM
6647,1 (11) 500 555-0191,1,Oct 12 2013 12:00AM
6648,215-555-0113,1,Apr 20 2012 12:00AM
6649,1 (11) 500 555-0180,1,Jun 25 2014 12:00AM
6650,1 (11) 500 555-0113,1,May 15 2013 12:00AM
6651,553-555-0132,2,Dec  6 2013 12:00AM
6652,138-555-0151,2,Mar  5 2014 12:00AM
6653,779-555-0199,1,Dec 24 2013 12:00AM
6654,1 (11) 500 555-0189,1,Jul  4 2013 12:00AM
6655,1 (11) 500 555-0162,2,Apr  2 2013 12:00AM
6656,663-555-0184,2,Nov 13 2013 12:00AM
6657,614-555-0113,1,Jul 31 2013 12:00AM
6658,205-555-0184,2,Apr  9 2013 12:00AM
6659,1 (11) 500 555-0147,2,Jul 22 2013 12:00AM
6660,1 (11) 500 555-0149,1,May 15 2014 12:00AM
6661,415-555-0123,1,Apr 30 2014 12:00AM
6662,1 (11) 500 555-0111,2,Aug  6 2013 12:00AM
6663,926-555-0172,1,Jun 25 2014 12:00AM
6664,337-555-0160,1,Aug 20 2013 12:00AM
6665,1 (11) 500 555-0114,2,Jun 18 2011 12:00AM
6666,832-555-0169,1,Mar  3 2012 12:00AM
6667,1 (11) 500 555-0138,1,Aug 18 2013 12:00AM
6668,185-555-0185,1,Jan 27 2014 12:00AM
6669,110-555-0116,2,Nov 20 2011 12:00AM
6670,236-555-0154,1,Apr  7 2014 12:00AM
6671,712-555-0167,2,Aug 20 2013 12:00AM
6672,693-555-0119,2,Sep 12 2013 12:00AM
6673,539-555-0134,1,Feb 20 2014 12:00AM
6674,313-555-0193,2,Apr 14 2014 12:00AM
6675,1 (11) 500 555-0116,1,Dec 10 2013 12:00AM
6676,806-555-0179,2,Jul  8 2013 12:00AM
6677,883-555-0177,2,Jun  8 2014 12:00AM
6678,954-555-0144,2,Jul 25 2013 12:00AM
6679,613-555-0119,2,Feb 17 2012 12:00AM
6680,872-555-0191,2,Sep 24 2013 12:00AM
6681,1 (11) 500 555-0168,1,Jul 20 2012 12:00AM
6682,981-555-0164,2,May 27 2014 12:00AM
6683,1 (11) 500 555-0119,2,Mar 15 2014 12:00AM
6684,1 (11) 500 555-0188,1,Aug 25 2012 12:00AM
6685,480-555-0131,2,Feb 27 2013 12:00AM
6686,617-555-0190,2,Oct 29 2013 12:00AM
6687,1 (11) 500 555-0169,1,May 14 2013 12:00AM
6688,679-555-0111,1,Dec  8 2013 12:00AM
6689,1 (11) 500 555-0115,2,Mar  9 2014 12:00AM
6690,1 (11) 500 555-0151,1,Sep  4 2012 12:00AM
6691,1 (11) 500 555-0188,1,Jan 24 2013 12:00AM
6692,1 (11) 500 555-0132,1,Aug 12 2013 12:00AM
6693,628-555-0180,2,Apr  5 2014 12:00AM
6694,788-555-0169,1,Nov 23 2013 12:00AM
6695,112-555-0135,1,Dec 21 2012 12:00AM
6696,968-555-0116,2,Jul 14 2013 12:00AM
6697,1 (11) 500 555-0137,1,Jan 25 2013 12:00AM
6698,226-555-0146,2,Sep  6 2013 12:00AM
6699,524-555-0163,2,Mar 17 2012 12:00AM
6700,1 (11) 500 555-0186,2,Jul  7 2013 12:00AM
6701,1 (11) 500 555-0156,2,Dec  9 2013 12:00AM
6702,1 (11) 500 555-0198,2,Feb  6 2014 12:00AM
6703,1 (11) 500 555-0115,1,Sep 13 2013 12:00AM
6704,1 (11) 500 555-0138,1,Sep  4 2013 12:00AM
6705,590-555-0180,2,Jul 29 2013 12:00AM
6706,898-555-0166,1,Apr 20 2014 12:00AM
6707,1 (11) 500 555-0159,2,Jun  8 2014 12:00AM
6708,1 (11) 500 555-0151,1,Nov 10 2012 12:00AM
6709,255-555-0162,2,Jun 29 2014 12:00AM
6710,178-555-0184,2,May 28 2014 12:00AM
6711,121-555-0173,1,Mar  3 2014 12:00AM
6712,1 (11) 500 555-0151,1,Jan 20 2014 12:00AM
6713,413-555-0122,1,Apr 12 2014 12:00AM
6714,199-555-0165,1,May 22 2014 12:00AM
6715,1 (11) 500 555-0167,2,Sep 19 2013 12:00AM
6716,117-555-0115,2,Apr  4 2014 12:00AM
6717,394-555-0190,2,Mar 31 2014 12:00AM
6718,154-555-0125,2,Sep  7 2013 12:00AM
6719,1 (11) 500 555-0119,1,Aug 13 2011 12:00AM
6720,834-555-0135,1,Jun 27 2013 12:00AM
6721,690-555-0189,1,Sep 21 2013 12:00AM
6722,833-555-0113,1,Jul 27 2013 12:00AM
6723,346-555-0170,2,Apr  8 2014 12:00AM
6724,1 (11) 500 555-0147,1,Oct  6 2013 12:00AM
6725,698-555-0113,2,Mar 22 2013 12:00AM
6726,240-555-0151,2,Jul  1 2013 12:00AM
6727,810-555-0131,2,Oct 28 2013 12:00AM
6728,1 (11) 500 555-0184,2,Nov 22 2012 12:00AM
6729,1 (11) 500 555-0174,2,Jan  5 2014 12:00AM
6730,153-555-0127,2,Nov 14 2013 12:00AM
6731,1 (11) 500 555-0199,2,Sep 25 2013 12:00AM
6732,321-555-0185,1,Nov 26 2013 12:00AM
6733,1 (11) 500 555-0149,2,Sep 10 2013 12:00AM
6734,1 (11) 500 555-0134,2,Jul 21 2013 12:00AM
6735,1 (11) 500 555-0116,2,Dec 16 2013 12:00AM
6736,485-555-0113,1,Nov 14 2013 12:00AM
6737,515-555-0145,2,May 13 2014 12:00AM
6738,838-555-0196,2,Nov 18 2013 12:00AM
6739,118-555-0127,2,Aug  6 2013 12:00AM
6740,672-555-0135,2,Oct 27 2013 12:00AM
6741,1 (11) 500 555-0115,2,Jun 22 2012 12:00AM
6742,581-555-0158,2,May 16 2014 12:00AM
6743,1 (11) 500 555-0151,1,Sep 27 2012 12:00AM
6744,1 (11) 500 555-0148,2,Feb 11 2014 12:00AM
6745,548-555-0132,1,May 18 2014 12:00AM
6746,479-555-0110,2,Mar  5 2012 12:00AM
6747,1 (11) 500 555-0194,2,Nov  4 2013 12:00AM
6748,674-555-0185,1,Jun 22 2014 12:00AM
6749,123-555-0152,1,Mar 28 2012 12:00AM
6750,1 (11) 500 555-0126,1,Oct 24 2012 12:00AM
6751,819-555-0144,2,Mar 27 2013 12:00AM
6752,1 (11) 500 555-0196,1,Dec 12 2012 12:00AM
6753,1 (11) 500 555-0157,1,Mar 14 2014 12:00AM
6754,787-555-0188,1,Aug 12 2013 12:00AM
6755,292-555-0195,2,May 20 2012 12:00AM
6756,1 (11) 500 555-0187,1,Jun  8 2013 12:00AM
6757,1 (11) 500 555-0133,1,Oct 16 2013 12:00AM
6758,1 (11) 500 555-0111,2,Mar 25 2014 12:00AM
6759,1 (11) 500 555-0196,1,Dec 10 2013 12:00AM
6760,1 (11) 500 555-0146,1,Mar  3 2013 12:00AM
6761,1 (11) 500 555-0146,1,Oct  8 2013 12:00AM
6762,231-555-0168,2,Feb  3 2012 12:00AM
6763,171-555-0119,2,Apr  4 2013 12:00AM
6764,1 (11) 500 555-0123,1,Apr 25 2012 12:00AM
6765,115-555-0119,1,Mar 22 2014 12:00AM
6766,302-555-0121,1,Jan 19 2012 12:00AM
6767,166-555-0170,1,Mar  3 2014 12:00AM
6768,1 (11) 500 555-0186,2,Apr  1 2014 12:00AM
6769,625-555-0177,1,Feb  2 2014 12:00AM
6770,1 (11) 500 555-0170,1,Jan 23 2013 12:00AM
6771,1 (11) 500 555-0156,1,Jan  1 2014 12:00AM
6772,662-555-0188,1,May  4 2014 12:00AM
6773,609-555-0115,1,Apr 24 2014 12:00AM
6774,579-555-0141,1,Aug 13 2013 12:00AM
6775,820-555-0119,1,Jul 30 2013 12:00AM
6776,235-555-0196,2,Jan 13 2014 12:00AM
6777,365-555-0193,2,Feb  3 2014 12:00AM
6778,115-555-0148,2,Dec 20 2013 12:00AM
6779,1 (11) 500 555-0189,1,Jul 14 2013 12:00AM
6780,1 (11) 500 555-0164,1,Sep 18 2013 12:00AM
6781,125-555-0159,2,Nov 12 2013 12:00AM
6782,1 (11) 500 555-0152,1,Aug 14 2013 12:00AM
6783,1 (11) 500 555-0181,2,Sep 11 2012 12:00AM
6784,933-555-0167,1,Dec  4 2011 12:00AM
6785,183-555-0169,2,Apr  6 2014 12:00AM
6786,1 (11) 500 555-0114,1,Feb 10 2014 12:00AM
6787,366-555-0173,2,Aug  6 2013 12:00AM
6788,1 (11) 500 555-0151,2,Nov 22 2011 12:00AM
6789,1 (11) 500 555-0174,1,Mar  5 2014 12:00AM
6790,977-555-0139,1,Oct  5 2013 12:00AM
6791,1 (11) 500 555-0195,1,Dec 22 2012 12:00AM
6792,107-555-0115,2,Jan 10 2012 12:00AM
6793,101-555-0110,2,Mar 26 2012 12:00AM
6794,355-555-0110,1,Apr  8 2013 12:00AM
6795,1 (11) 500 555-0122,2,May 15 2014 12:00AM
6796,693-555-0161,1,Oct 26 2012 12:00AM
6797,602-555-0120,1,May 13 2013 12:00AM
6798,1 (11) 500 555-0117,1,Mar 19 2014 12:00AM
6799,574-555-0157,2,Nov 10 2011 12:00AM
6800,916-555-0160,1,Apr 18 2014 12:00AM
6801,424-555-0137,1,May 11 2014 12:00AM
6802,1 (11) 500 555-0110,1,Aug 27 2011 12:00AM
6803,1 (11) 500 555-0117,1,Sep 29 2011 12:00AM
6804,1 (11) 500 555-0180,1,Feb  5 2014 12:00AM
6805,818-555-0171,1,Sep  9 2011 12:00AM
6806,1 (11) 500 555-0111,1,Jan 19 2014 12:00AM
6807,273-555-0123,1,Oct 19 2013 12:00AM
6808,121-555-0152,2,Sep 21 2011 12:00AM
6809,233-555-0188,1,Sep  3 2013 12:00AM
6810,1 (11) 500 555-0113,2,Mar 26 2012 12:00AM
6811,1 (11) 500 555-0188,1,Jan  2 2014 12:00AM
6812,241-555-0163,1,Jan 17 2013 12:00AM
6813,825-555-0169,2,Nov 26 2013 12:00AM
6814,1 (11) 500 555-0157,1,Apr 25 2013 12:00AM
6815,612-555-0162,2,Apr 23 2013 12:00AM
6816,1 (11) 500 555-0114,2,Jul 12 2012 12:00AM
6817,166-555-0126,2,Aug 20 2011 12:00AM
6818,1 (11) 500 555-0189,1,Jun 10 2014 12:00AM
6819,1 (11) 500 555-0176,1,Nov 27 2011 12:00AM
6820,345-555-0116,1,Mar  6 2013 12:00AM
6821,1 (11) 500 555-0193,1,Apr 22 2014 12:00AM
6822,835-555-0168,2,Aug 17 2013 12:00AM
6823,114-555-0177,2,Aug  8 2013 12:00AM
6824,1 (11) 500 555-0199,2,Jan 25 2014 12:00AM
6825,634-555-0176,1,Mar  7 2014 12:00AM
6826,1 (11) 500 555-0181,2,Aug  9 2012 12:00AM
6827,583-555-0153,2,Mar  8 2014 12:00AM
6828,267-555-0148,1,Dec  2 2013 12:00AM
6829,1 (11) 500 555-0131,2,Jan 21 2014 12:00AM
6830,1 (11) 500 555-0156,2,Jan 17 2013 12:00AM
6831,1 (11) 500 555-0190,1,Jul 30 2012 12:00AM
6832,1 (11) 500 555-0119,2,Sep  8 2013 12:00AM
6833,1 (11) 500 555-0152,1,Jul  7 2013 12:00AM
6834,677-555-0149,1,May  2 2014 12:00AM
6835,1 (11) 500 555-0117,2,Mar 14 2014 12:00AM
6836,1 (11) 500 555-0114,2,Nov 18 2013 12:00AM
6837,553-555-0183,1,Mar 24 2014 12:00AM
6838,348-555-0112,2,Apr 24 2014 12:00AM
6839,1 (11) 500 555-0163,1,Oct 26 2013 12:00AM
6840,929-555-0162,1,Mar  8 2014 12:00AM
6841,938-555-0187,1,Jun  1 2012 12:00AM
6842,1 (11) 500 555-0111,1,Mar 18 2014 12:00AM
6843,466-555-0125,1,Mar 30 2014 12:00AM
6844,1 (11) 500 555-0172,1,Feb  8 2014 12:00AM
6845,1 (11) 500 555-0184,1,Oct  5 2013 12:00AM
6846,999-555-0198,2,Oct 26 2012 12:00AM
6847,323-555-0140,2,Nov 28 2013 12:00AM
6848,675-555-0112,2,Oct 20 2013 12:00AM
6849,693-555-0144,2,Mar 19 2014 12:00AM
6850,627-555-0187,2,Oct 26 2011 12:00AM
6851,1 (11) 500 555-0137,1,Apr 15 2014 12:00AM
6852,1 (11) 500 555-0194,1,Mar 27 2014 12:00AM
6853,1 (11) 500 555-0163,2,Feb 13 2014 12:00AM
6854,999-555-0183,1,Jul 19 2013 12:00AM
6855,211-555-0131,2,May 25 2014 12:00AM
6856,561-555-0128,1,Feb  8 2014 12:00AM
6857,817-555-0136,1,Mar 17 2014 12:00AM
6858,1 (11) 500 555-0117,1,Jul  2 2013 12:00AM
6859,1 (11) 500 555-0189,2,Feb 14 2013 12:00AM
6860,562-555-0160,2,Nov 27 2013 12:00AM
6861,127-555-0166,2,Jul 24 2012 12:00AM
6862,1 (11) 500 555-0177,2,Jul  7 2013 12:00AM
6863,375-555-0183,1,Nov 29 2011 12:00AM
6864,1 (11) 500 555-0121,1,Oct 14 2013 12:00AM
6865,1 (11) 500 555-0164,1,Jan 10 2014 12:00AM
6866,331-555-0195,2,Nov 17 2012 12:00AM
6867,809-555-0141,1,Nov 26 2013 12:00AM
6868,257-555-0150,2,Jan 22 2014 12:00AM
6869,1 (11) 500 555-0131,1,Feb 23 2014 12:00AM
6870,897-555-0117,2,Jun 14 2014 12:00AM
6871,296-555-0176,2,Jun 25 2014 12:00AM
6872,278-555-0174,1,Sep 24 2013 12:00AM
6873,554-555-0169,2,Jul 18 2012 12:00AM
6874,1 (11) 500 555-0189,2,Aug 13 2013 12:00AM
6875,1 (11) 500 555-0187,2,Jan 12 2014 12:00AM
6876,967-555-0110,1,May 18 2013 12:00AM
6877,685-555-0165,2,Jun 12 2012 12:00AM
6878,1 (11) 500 555-0153,2,Jan 27 2014 12:00AM
6879,1 (11) 500 555-0177,2,Apr 20 2014 12:00AM
6880,1 (11) 500 555-0126,1,Jun 26 2011 12:00AM
6881,908-555-0133,2,Nov  9 2013 12:00AM
6882,828-555-0137,2,Apr 23 2014 12:00AM
6883,1 (11) 500 555-0131,2,Sep 21 2013 12:00AM
6884,1 (11) 500 555-0118,1,Mar 11 2014 12:00AM
6885,119-555-0181,1,May 22 2012 12:00AM
6886,1 (11) 500 555-0184,1,Jul  2 2013 12:00AM
6887,1 (11) 500 555-0112,1,Aug 23 2013 12:00AM
6888,171-555-0187,2,Apr 14 2014 12:00AM
6889,1 (11) 500 555-0114,1,Feb  5 2013 12:00AM
6890,168-555-0121,1,Jan  6 2014 12:00AM
6891,988-555-0154,1,Mar 24 2014 12:00AM
6892,1 (11) 500 555-0181,1,Nov 23 2013 12:00AM
6893,1 (11) 500 555-0129,2,Jun 16 2014 12:00AM
6894,1 (11) 500 555-0187,2,Jan 16 2013 12:00AM
6895,618-555-0184,1,Dec  9 2013 12:00AM
6896,1 (11) 500 555-0110,1,Mar 25 2012 12:00AM
6897,1 (11) 500 555-0110,1,Apr 30 2014 12:00AM
6898,521-555-0139,2,May 12 2014 12:00AM
6899,422-555-0193,2,Aug 26 2013 12:00AM
6900,474-555-0172,1,Jan 11 2014 12:00AM
6901,758-555-0120,2,Apr 12 2014 12:00AM
6902,258-555-0193,1,Jan  3 2014 12:00AM
6903,1 (11) 500 555-0128,1,Sep 23 2012 12:00AM
6904,407-555-0119,2,Mar 26 2014 12:00AM
6905,1 (11) 500 555-0118,1,Apr 26 2012 12:00AM
6906,398-555-0193,2,Oct 13 2013 12:00AM
6907,1 (11) 500 555-0111,1,Feb 28 2014 12:00AM
6908,172-555-0143,2,Mar  1 2014 12:00AM
6909,248-555-0171,2,Dec  7 2013 12:00AM
6910,120-555-0143,2,Apr 30 2014 12:00AM
6911,624-555-0150,2,Jan 12 2014 12:00AM
6912,1 (11) 500 555-0116,2,Mar 31 2014 12:00AM
6913,743-555-0118,1,Jun 27 2014 12:00AM
6914,426-555-0124,1,Nov 22 2011 12:00AM
6915,1 (11) 500 555-0193,1,Sep 18 2013 12:00AM
6916,1 (11) 500 555-0193,2,Dec 13 2013 12:00AM
6917,1 (11) 500 555-0132,1,May  9 2014 12:00AM
6918,1 (11) 500 555-0140,1,Sep 21 2013 12:00AM
6919,780-555-0152,2,Sep  6 2013 12:00AM
6920,1 (11) 500 555-0155,1,Oct  6 2011 12:00AM
6921,839-555-0181,1,Jul  6 2013 12:00AM
6922,1 (11) 500 555-0185,1,Apr  6 2014 12:00AM
6923,818-555-0168,2,Jul 28 2013 12:00AM
6924,872-555-0124,2,Dec 16 2013 12:00AM
6925,1 (11) 500 555-0156,2,Jun 27 2014 12:00AM
6926,1 (11) 500 555-0111,1,Nov  2 2013 12:00AM
6927,1 (11) 500 555-0176,2,Jan 10 2012 12:00AM
6928,643-555-0118,2,Sep  6 2013 12:00AM
6929,822-555-0128,2,Dec 24 2011 12:00AM
6930,337-555-0164,2,May 11 2014 12:00AM
6931,119-555-0117,1,Nov 16 2013 12:00AM
6932,1 (11) 500 555-0154,2,Nov 25 2013 12:00AM
6933,321-555-0114,2,Apr 12 2014 12:00AM
6934,1 (11) 500 555-0185,2,Feb 10 2014 12:00AM
6935,1 (11) 500 555-0158,2,Dec 21 2013 12:00AM
6936,1 (11) 500 555-0170,1,Jan 23 2014 12:00AM
6937,1 (11) 500 555-0178,2,Mar 20 2013 12:00AM
6938,286-555-0116,2,May 25 2014 12:00AM
6939,780-555-0195,2,Sep  6 2013 12:00AM
6940,321-555-0115,1,May 15 2014 12:00AM
6941,1 (11) 500 555-0182,2,Aug 13 2012 12:00AM
6942,1 (11) 500 555-0198,1,Mar 29 2013 12:00AM
6943,445-555-0135,1,Jan 18 2013 12:00AM
6944,457-555-0140,1,May 28 2014 12:00AM
6945,444-555-0138,2,Nov 12 2012 12:00AM
6946,1 (11) 500 555-0165,1,Jun 23 2011 12:00AM
6947,1 (11) 500 555-0129,2,Jan  9 2014 12:00AM
6948,182-555-0178,1,Mar 21 2014 12:00AM
6949,1 (11) 500 555-0174,2,Dec  1 2012 12:00AM
6950,1 (11) 500 555-0119,2,Feb 24 2014 12:00AM
6951,609-555-0146,2,Apr 18 2014 12:00AM
6952,1 (11) 500 555-0126,1,Nov  7 2013 12:00AM
6953,1 (11) 500 555-0159,1,Jun 27 2011 12:00AM
6954,369-555-0114,2,Dec 27 2013 12:00AM
6955,835-555-0112,1,Jan  7 2014 12:00AM
6956,1 (11) 500 555-0183,2,Oct 17 2013 12:00AM
6957,214-555-0171,2,Nov 13 2013 12:00AM
6958,540-555-0189,1,Jun 19 2014 12:00AM
6959,1 (11) 500 555-0122,1,Nov 17 2012 12:00AM
6960,1 (11) 500 555-0192,2,Jan  2 2012 12:00AM
6961,1 (11) 500 555-0165,1,Dec 18 2013 12:00AM
6962,331-555-0163,1,Apr  6 2014 12:00AM
6963,1 (11) 500 555-0113,1,Oct  7 2012 12:00AM
6964,798-555-0137,2,Feb 26 2014 12:00AM
6965,783-555-0163,2,May 18 2014 12:00AM
