BusinessEntityID,NationalIDNumber,LoginID,OrganizationNode,OrganizationLevel,JobTitle,BirthDate,MaritalStatus,Gender,HireDate,SalariedFlag,VacationHours,SickLeaveHours,CurrentFlag,rowguid,ModifiedDate
130,578953538,adventure-works\rob1,/3/1/13/3/,4,Production Technician - WC40,1973-08-04,S,M,2009-02-13,0,71,55,1,54FDA597-6822-42B4-B128-63ECA03071F2,Jun 30 2014 12:00AM
131,273260055,adventure-works\baris0,/3/1/13/4/,4,Production Technician - WC40,1990-10-07,S,M,2009-02-15,0,72,56,1,232D68BF-DF58-48F9-9235-53BD4B009B4B,Jun 30 2014 12:00AM
132,1300049,adventure-works\nicole0,/3/1/13/5/,4,Production Technician - WC40,1986-04-09,M,F,2009-02-22,0,67,53,1,15671E3B-016F-41FD-840B-5A9F7D776D9A,Jun 30 2014 12:00AM
133,830150469,adventure-works\michael1,/3/1/13/6/,4,Production Technician - WC40,1991-01-04,S,M,2009-01-10,0,70,55,1,416BF905-7D6C-4692-8FD6-40F6C4F9ECC4,Jun 30 2014 12:00AM
134,45615666,adventure-works\eric0,/3/1/14/,3,Production Supervisor - WC20,1985-01-19,M,M,2009-01-14,0,40,40,1,2ABCF39B-88D7-49FA-820A-83D223322BA5,Jun 30 2014 12:00AM
135,964089218,adventure-works\ivo0,/3/1/14/1/,4,Production Technician - WC20,1982-01-03,M,M,2008-12-04,0,9,24,1,D83A26F3-7EA7-477B-A5BB-7EAADFC13A09,Jun 30 2014 12:00AM
136,701156975,adventure-works\sylvester0,/3/1/14/2/,4,Production Technician - WC20,1970-11-12,M,M,2009-12-11,0,4,22,1,D9C43D08-3882-4E5C-BDF0-F6BD7004CD04,Jun 30 2014 12:00AM
137,63761469,adventure-works\anibal0,/3/1/14/3/,4,Production Technician - WC20,1974-09-05,S,F,2009-02-23,0,8,24,1,BC18A829-F0CE-4EAF-9785-2D84C86F925A,Jun 30 2014 12:00AM
138,25011600,adventure-works\samantha0,/3/1/14/4/,4,Production Technician - WC20,1987-11-22,M,F,2009-02-04,0,7,23,1,1629EDDD-D0AE-4CB9-A59C-3A175F7027E5,Jun 30 2014 12:00AM
139,113393530,adventure-works\hung-fu0,/3/1/14/5/,4,Production Technician - WC20,1971-10-23,S,M,2010-01-06,0,0,20,1,065D8D5F-9504-4FFE-98DC-E69677F19F15,Jun 30 2014 12:00AM
140,339233463,adventure-works\prasanna0,/3/1/14/6/,4,Production Technician - WC20,1953-04-30,M,M,2010-01-22,0,5,22,1,72ED240A-0FD8-4423-8A49-9078BA6BCF6C,Jun 30 2014 12:00AM
141,872923042,adventure-works\min0,/3/1/14/7/,4,Production Technician - WC20,1974-09-10,M,M,2010-01-24,0,1,20,1,CC75C35D-1566-43FA-B2E9-D1E508EFDCD1,Jun 30 2014 12:00AM
142,163347032,adventure-works\olinda0,/3/1/14/8/,4,Production Technician - WC20,1970-04-04,S,F,2010-03-04,0,3,21,1,6456CEC3-9B1E-4EBC-9FD8-732B93363F65,Jun 30 2014 12:00AM
143,56772045,adventure-works\krishna0,/3/1/14/9/,4,Production Technician - WC20,1971-09-05,S,M,2010-02-13,0,2,21,1,42A506A5-0AC0-4148-B702-BB7B804EF98C,Jun 30 2014 12:00AM
144,886023130,adventure-works\paul1,/3/1/14/10/,4,Production Technician - WC20,1990-11-04,M,M,2009-01-17,0,6,23,1,DC5BA622-B860-41EE-AF92-5FEB4779B589,Jun 30 2014 12:00AM
145,386315192,adventure-works\cynthia0,/3/1/15/,3,Production Supervisor - WC30,1981-08-18,S,F,2009-01-27,0,69,54,1,F9E1DC46-0D03-4A8A-B693-1A964BC13E6C,Jun 30 2014 12:00AM
146,160739235,adventure-works\jianshuo0,/3/1/15/1/,4,Production Technician - WC30,1989-06-25,S,M,2008-12-07,0,36,38,1,6FFF136A-9664-4EB9-9243-FAC76E21B9DD,Jun 30 2014 12:00AM
147,604664374,adventure-works\sandra0,/3/1/15/2/,4,Production Technician - WC30,1975-11-05,M,F,2008-12-26,0,37,38,1,F69F3FF9-E1E0-4419-A6BF-F705E1556160,Jun 30 2014 12:00AM
148,733022683,adventure-works\jason0,/3/1/15/3/,4,Production Technician - WC30,1988-12-07,S,M,2009-01-14,0,38,39,1,C16C501D-942D-4EB0-B5C4-EF8119FBEBA2,Jun 30 2014 12:00AM
149,764853868,adventure-works\andy0,/3/1/15/4/,4,Production Technician - WC30,1983-10-20,M,M,2009-01-31,0,39,39,1,615A6BFE-3046-4037-9764-238535F725BE,Jun 30 2014 12:00AM
150,878395493,adventure-works\michael5,/3/1/15/5/,4,Production Technician - WC30,1982-09-18,M,M,2009-02-26,0,35,37,1,2B0876D4-8996-4E71-A613-BE2E98E7ACCF,Jun 30 2014 12:00AM
151,993310268,adventure-works\rostislav0,/3/1/15/6/,4,Production Technician - WC30,1977-09-13,M,M,2009-02-19,0,40,40,1,00027A8C-C2F8-4A31-ABA8-8A203638B8F1,Jun 30 2014 12:00AM
152,319472946,adventure-works\yuhong0,/3/1/16/,3,Production Supervisor - WC20,1977-04-06,M,M,2009-02-01,0,41,40,1,F1A684F4-02DB-4B22-8977-6D8D3A21100E,Jun 30 2014 12:00AM
153,568596888,adventure-works\hanying0,/3/1/16/1/,4,Production Technician - WC20,1974-10-16,S,M,2008-12-16,0,15,27,1,618B71BC-6E8C-492D-8862-B9EFB7A4E06A,Jun 30 2014 12:00AM
154,97728960,adventure-works\raymond0,/3/1/16/2/,4,Production Technician - WC20,1967-03-02,M,M,2008-12-23,0,10,25,1,9F01E1FB-B893-40CC-9F5C-AAF89F9B7AF5,Jun 30 2014 12:00AM
155,212801092,adventure-works\fadi0,/3/1/16/3/,4,Production Technician - WC20,1989-02-15,S,M,2009-01-04,0,16,28,1,9923376F-26D0-4845-9D99-CC3D696CAEB8,Jun 30 2014 12:00AM
156,322160340,adventure-works\lane0,/3/1/16/4/,4,Production Technician - WC20,1974-09-23,M,M,2009-01-11,0,11,25,1,042427B8-3883-4A87-A6A3-724EE1690F49,Jun 30 2014 12:00AM
157,812797414,adventure-works\linda1,/3/1/16/5/,4,Production Technician - WC20,1977-10-05,S,F,2009-02-03,0,12,26,1,F963F913-449E-4EBB-BFDA-FC0C3010DB65,Jun 30 2014 12:00AM
158,300946911,adventure-works\shelley0,/3/1/16/6/,4,Production Technician - WC20,1986-12-08,S,F,2009-03-07,0,14,27,1,13942056-2930-4490-83CE-AF2386D5A5E7,Jun 30 2014 12:00AM
159,404159499,adventure-works\terrence0,/3/1/16/7/,4,Production Technician - WC20,1984-12-08,S,M,2009-02-16,0,13,26,1,4DA76442-5EEF-41FB-AE19-16C55714F9AD,Jun 30 2014 12:00AM
160,712885347,adventure-works\jeff0,/3/1/17/,3,Production Supervisor - WC45,1977-01-15,M,M,2009-01-21,0,74,57,1,7C7D459E-1F49-427D-9BD5-DE31880C85DC,Jun 30 2014 12:00AM
161,275962311,adventure-works\kirk0,/3/1/17/1/,4,Production Technician - WC45,1985-02-06,S,M,2008-12-15,0,74,57,1,08D25BAA-167B-499C-8B51-31DCC856A8CF,Jun 30 2014 12:00AM
162,514829225,adventure-works\laura0,/3/1/17/2/,4,Production Technician - WC45,1980-12-25,S,F,2009-01-03,0,75,57,1,FCCD65BA-2702-4409-AE56-75AF1710AC78,Jun 30 2014 12:00AM
163,377784364,adventure-works\alex0,/3/1/17/3/,4,Production Technician - WC45,1990-04-13,M,M,2009-02-08,0,77,58,1,B96BC9C2-5A25-4A9B-887A-C7C10E47B80C,Jun 30 2014 12:00AM
164,65848458,adventure-works\andrew1,/3/1/17/4/,4,Production Technician - WC45,1988-09-24,S,M,2009-03-06,0,73,56,1,A2A2CF20-4E5C-45F7-A7BD-1B94F0C3A43A,Jun 30 2014 12:00AM
165,539490372,adventure-works\chris0,/3/1/17/5/,4,Production Technician - WC45,1988-12-16,M,M,2009-01-22,0,76,58,1,300223F3-5587-4230-909B-D9C4AFD6D683,Jun 30 2014 12:00AM
166,60114406,adventure-works\jack0,/3/1/18/,3,Production Supervisor - WC30,1983-06-22,S,M,2009-02-21,0,68,54,1,69A47230-70EE-48FD-AC15-C39F3712FF14,Jun 30 2014 12:00AM
167,498138869,adventure-works\david1,/3/1/18/1/,4,Production Technician - WC30,1979-11-02,S,M,2008-12-02,0,25,32,1,ED7EE92E-A9D0-4E3A-8DEE-4B143E459F7E,Jun 30 2014 12:00AM
168,271438431,adventure-works\garrett0,/3/1/18/2/,4,Production Technician - WC30,1984-08-25,S,M,2008-12-07,0,34,37,1,A6F5F72F-AA03-41B7-8B6E-B123BD360753,Jun 30 2014 12:00AM
169,351069889,adventure-works\susan1,/3/1/18/3/,4,Production Technician - WC30,1983-04-02,S,F,2008-12-14,0,31,35,1,F73D75D5-B47B-46EE-AD11-7BF13DD6C55D,Jun 30 2014 12:00AM
170,476115505,adventure-works\george0,/3/1/18/4/,4,Production Technician - WC30,1977-04-16,M,M,2008-12-21,0,26,33,1,01B119A2-2AF3-4775-818E-B421FECB07A7,Jun 30 2014 12:00AM
171,746373306,adventure-works\david3,/3/1/18/5/,4,Production Technician - WC30,1981-08-03,S,M,2009-01-02,0,32,36,1,84C358D4-2493-452C-B7D6-B212C893A009,Jun 30 2014 12:00AM
172,364818297,adventure-works\marc0,/3/1/18/6/,4,Production Technician - WC30,1986-10-24,M,M,2009-01-16,0,22,31,1,1F151ABC-DB4A-431A-8A5D-15F46C5B8FFC,Jun 30 2014 12:00AM
173,87268837,adventure-works\eugene0,/3/1/18/7/,4,Production Technician - WC30,1987-07-15,S,M,2009-01-21,0,33,36,1,1BA1D374-18AE-48ED-938F-6F5D2EEC4D4D,Jun 30 2014 12:00AM
174,585408256,adventure-works\benjamin0,/3/1/18/8/,4,Production Technician - WC30,1986-01-05,S,M,2009-01-27,0,28,34,1,F1A6F824-895B-4A0F-AF1B-05FBA703E69F,Jun 30 2014 12:00AM
175,259388196,adventure-works\reed0,/3/1/18/9/,4,Production Technician - WC30,1989-01-08,M,M,2009-02-02,0,23,31,1,B3967C00-7014-4960-AF15-B1A6D3094F6F,Jun 30 2014 12:00AM
176,860123571,adventure-works\david7,/3/1/18/10/,4,Production Technician - WC30,1985-09-23,M,M,2009-02-14,0,29,34,1,85AFB689-7EAB-41A8-B154-9446195D5BDE,Jun 30 2014 12:00AM
177,551346974,adventure-works\russell1,/3/1/18/11/,4,Production Technician - WC30,1982-02-11,M,M,2009-02-21,0,24,32,1,D54C7989-2675-4EF3-B392-370A8D264B2B,Jun 30 2014 12:00AM
178,568626529,adventure-works\john3,/3/1/18/12/,4,Production Technician - WC30,1982-03-24,S,M,2009-03-03,0,27,33,1,96C7EAB1-6DEA-4C59-AFD8-923F0E8DE1F6,Jun 30 2014 12:00AM
179,587567941,adventure-works\jan0,/3/1/18/13/,4,Production Technician - WC30,1974-11-15,S,M,2009-03-05,0,30,35,1,975F827D-BE71-4EB1-8DBF-E6C451D1FAD5,Jun 30 2014 12:00AM
180,862951447,adventure-works\katie0,/3/1/19/,3,Production Supervisor - WC20,1984-11-18,S,F,2009-02-20,0,42,41,1,5BE8B211-CBE5-45D8-84FD-23F36A881473,Jun 30 2014 12:00AM
181,545337468,adventure-works\michael0,/3/1/19/1/,4,Production Technician - WC20,1984-11-17,S,M,2008-12-09,0,20,30,1,4FD6FE82-535A-4DD1-BEB1-154A8B5E42F0,Jun 30 2014 12:00AM
182,368920189,adventure-works\nitin0,/3/1/19/2/,4,Production Technician - WC20,1986-12-01,S,M,2008-12-28,0,21,30,1,EBBC6787-3F2D-4F6B-9EA3-4DEF02EF382E,Jun 30 2014 12:00AM
183,969985265,adventure-works\barbara0,/3/1/19/3/,4,Production Technician - WC20,1979-07-02,M,F,2009-01-22,0,17,28,1,045C9CBB-3448-4599-9FA9-6C7A9F82F832,Jun 30 2014 12:00AM
184,305522471,adventure-works\john2,/3/1/19/4/,4,Production Technician - WC20,1986-04-05,M,M,2009-02-09,0,18,29,1,BAB69951-28AD-4BCA-B5AC-032746D0CC6F,Jun 30 2014 12:00AM
185,621932914,adventure-works\stefen0,/3/1/19/5/,4,Production Technician - WC20,1975-12-21,S,M,2009-02-28,0,19,29,1,B9EEBF9F-F694-4BC2-98EC-9B4FB0379EDF,Jun 30 2014 12:00AM
186,551834634,adventure-works\shane0,/3/1/20/,3,Production Supervisor - WC45,1990-05-24,S,M,2009-02-08,0,75,57,1,2625C358-672A-4000-AD67-B8CD3F318285,Jun 30 2014 12:00AM
187,713403643,adventure-works\yvonne0,/3/1/20/1/,4,Production Technician - WC45,1989-04-15,M,F,2008-12-09,0,79,59,1,83C6DABF-FD7D-4F5B-BB22-EB7EEBB9A772,Jun 30 2014 12:00AM
188,435234965,adventure-works\douglas0,/3/1/20/2/,4,Production Technician - WC45,1985-11-24,M,M,2008-12-27,0,80,60,1,1AB0EDEB-7558-4734-8423-5A11B44DCA35,Jun 30 2014 12:00AM
189,187369436,adventure-works\janeth0,/3/1/20/3/,4,Production Technician - WC45,1972-07-24,S,F,2009-01-15,0,81,60,1,8261B8CB-BC3F-4BCE-B364-86035D870263,Jun 30 2014 12:00AM
190,456839592,adventure-works\robert0,/3/1/20/4/,4,Production Technician - WC45,1985-02-28,S,M,2009-02-02,0,82,61,1,2203154E-5EBD-4ACA-99BE-D835A3309D03,Jun 30 2014 12:00AM
191,399658727,adventure-works\lionel0,/3/1/20/5/,4,Production Technician - WC45,1988-03-14,S,M,2009-02-26,0,78,59,1,231B1798-F67B-45C1-9688-265180F93D28,Jun 30 2014 12:00AM
192,634335025,adventure-works\brenda0,/3/1/21/,3,Production Supervisor - WC40,1983-02-28,M,F,2009-03-05,0,71,55,1,714D519B-375E-4C5A-8491-C758D00CF95F,Jun 30 2014 12:00AM
193,761597760,adventure-works\alejandro0,/3/1/21/1/,4,Production Technician - WC40,1988-12-05,S,M,2008-12-06,0,52,46,1,8C7321D2-2C64-4902-9D64-8F5C1EB7F747,Jun 30 2014 12:00AM
194,295971920,adventure-works\fred0,/3/1/21/2/,4,Production Technician - WC40,1989-06-25,S,M,2008-12-12,0,47,43,1,45358AE8-0B0E-4C11-90BB-DAC3EC0D5C82,Jun 30 2014 12:00AM
195,918737118,adventure-works\kevin1,/3/1/21/3/,4,Production Technician - WC40,1985-12-25,S,M,2008-12-17,0,58,49,1,DC7E95FF-275E-41C2-8ED3-686864F0540A,Jun 30 2014 12:00AM
196,370487086,adventure-works\shammi0,/3/1/21/4/,4,Production Technician - WC40,1980-10-04,M,M,2008-12-24,0,53,46,1,9BEF0C94-7969-4905-9A42-CE469C754800,Jun 30 2014 12:00AM
197,632092621,adventure-works\rajesh0,/3/1/21/5/,4,Production Technician - WC40,1977-10-04,M,M,2008-12-31,0,48,44,1,ACA7B40C-7AC0-4DAA-B4C7-1051D850D7D9,Jun 30 2014 12:00AM
198,19312190,adventure-works\lorraine0,/3/1/21/6/,4,Production Technician - WC40,1988-11-26,M,F,2009-01-04,0,49,44,1,A63966B6-9AD6-40BC-AFD4-A83745879F4D,Jun 30 2014 12:00AM
199,992874797,adventure-works\paula1,/3/1/21/7/,4,Production Technician - WC40,1987-02-10,M,F,2009-01-12,0,54,47,1,5DD2BE46-204F-4AF3-91F5-5EF082F6D6A6,Jun 30 2014 12:00AM
200,749211824,adventure-works\frank0,/3/1/21/8/,4,Production Technician - WC40,1987-09-06,M,M,2009-01-17,0,56,48,1,DD9AD278-ED17-40CF-8619-BAF1BB9D1CF2,Jun 30 2014 12:00AM
201,746201340,adventure-works\brian0,/3/1/21/9/,4,Production Technician - WC40,1977-02-10,S,M,2009-01-29,0,55,47,1,18D594A8-B4ED-43C0-9C43-6033FEAADF4E,Jun 30 2014 12:00AM
202,436757988,adventure-works\tawana0,/3/1/21/10/,4,Production Technician - WC40,1989-11-10,S,M,2009-02-05,0,50,45,1,BB4A3E50-232E-4212-9FAF-E67429FEBC7D,Jun 30 2014 12:00AM
203,693168613,adventure-works\ken1,/3/1/21/11/,4,Production Technician - WC40,1981-05-28,M,M,2009-02-24,0,51,45,1,699C00D8-C4AB-4CD2-A48F-37CBCB5BFCCA,Jun 30 2014 12:00AM
204,440379437,adventure-works\gabe0,/3/1/21/12/,4,Production Technician - WC40,1988-05-10,M,M,2009-03-08,0,57,48,1,790C9A7C-264C-4D48-A9D3-E2571A8011D8,Jun 30 2014 12:00AM
205,332349500,adventure-works\lori0,/3/1/22/,3,Production Supervisor - WC45,1980-07-18,S,F,2009-02-26,0,76,58,1,23D436FC-08F7-4988-8B4D-490AA4E8B7E7,Jun 30 2014 12:00AM
206,835460180,adventure-works\stuart0,/3/1/22/1/,4,Production Technician - WC45,1962-09-13,S,M,2008-12-02,0,84,62,1,4F361B4F-7920-4037-9A0A-46D616F9B9C7,Jun 30 2014 12:00AM
207,687685941,adventure-works\greg0,/3/1/22/2/,4,Production Technician - WC45,1970-10-18,S,M,2008-12-02,0,85,62,1,A36B5D6B-72A5-47F8-9F6B-5D922130E760,Jun 30 2014 12:00AM
208,199546871,adventure-works\scott0,/3/1/22/3/,4,Production Technician - WC45,1987-02-10,M,M,2009-01-08,0,86,63,1,E35DA50A-BB51-4E08-8B8D-87EF4650247A,Jun 30 2014 12:00AM
209,167554340,adventure-works\kathie0,/3/1/22/4/,4,Production Technician - WC45,1990-11-01,M,F,2009-01-27,0,87,63,1,25FC84D7-E013-44B8-82CD-63CD4723AF81,Jun 30 2014 12:00AM
210,20244403,adventure-works\belinda0,/3/1/22/5/,4,Production Technician - WC45,1969-09-17,S,F,2009-02-20,0,83,61,1,F714B5EC-CA7C-4E6E-A812-2C5A119F4C30,Jun 30 2014 12:00AM
211,398223854,adventure-works\hazem0,/3/2/,2,Quality Assurance Manager,1977-10-26,S,M,2009-02-28,1,80,60,1,05C84608-F445-4F9D-BB5C-0828C309C29D,Dec 26 2014  9:17AM
212,885055826,adventure-works\peng0,/3/2/1/,3,Quality Assurance Supervisor,1976-03-18,M,M,2008-12-09,1,81,60,1,E249D613-36C9-4544-9B6F-6CE50E5E0DA5,Jun 30 2014 12:00AM
213,343861179,adventure-works\sootha0,/3/2/1/1/,4,Quality Assurance Technician,1966-12-05,M,M,2010-02-23,0,85,62,1,A3DADF19-27F0-460A-9888-CE6CAA9E3583,Jun 30 2014 12:00AM
214,131471224,adventure-works\andreas0,/3/2/1/2/,4,Quality Assurance Technician,1989-03-28,M,M,2009-02-02,0,84,62,1,F4DDD64F-DFFE-4DF3-AA17-D6BEA1924818,Jun 30 2014 12:00AM
215,381772114,adventure-works\mark0,/3/2/1/3/,4,Quality Assurance Technician,1986-04-30,S,M,2009-01-15,0,83,61,1,6B63EF27-2C55-4F4C-BE29-FCE8B694DC4A,Jun 30 2014 12:00AM
216,403414852,adventure-works\sean0,/3/2/1/4/,4,Quality Assurance Technician,1976-03-06,S,M,2008-12-28,0,82,61,1,34E128CF-D904-4327-8014-9DF0D5DE7D08,Jun 30 2014 12:00AM
217,345106466,adventure-works\zainal0,/3/2/2/,3,Document Control Manager,1976-01-30,M,M,2009-01-04,0,77,58,1,DC60EEED-9F9F-4435-8666-4DE4FAFDE9C3,Jun 30 2014 12:00AM
218,540688287,adventure-works\tengiz0,/3/2/2/1/,4,Control Specialist,1990-04-28,S,M,2008-12-16,0,76,58,1,C609B3B2-7969-410C-934C-62C34B63C4EE,Jun 30 2014 12:00AM
219,242381745,adventure-works\sean1,/3/2/2/2/,4,Document Control Assistant,1987-03-12,S,M,2009-01-22,0,78,59,1,F78657A9-83EF-4B4D-9809-3C4C6D1A7BB4,Jun 30 2014 12:00AM
220,260770918,adventure-works\karen0,/3/2/2/3/,4,Document Control Assistant,1975-12-25,M,F,2009-02-09,0,79,59,1,8A41ED23-7AE2-4C15-AA5D-9496E721F848,Jun 30 2014 12:00AM
221,260805477,adventure-works\chris1,/3/2/2/4/,4,Control Specialist,1987-05-26,M,M,2009-03-06,0,75,57,1,45C358FB-9C7F-4D36-8EC7-3D89E9FD07F4,Jun 30 2014 12:00AM
222,685233686,adventure-works\ascott0,/3/3/,2,Master Scheduler,1968-09-17,S,M,2008-12-12,0,44,42,1,13909262-4136-492F-BCA3-0B0E3773B03E,Dec 26 2014  9:17AM
223,981495526,adventure-works\sairaj0,/3/3/1/,3,Scheduling Assistant,1987-12-22,M,M,2009-01-26,0,46,43,1,4D36A720-CE32-4C47-866A-DB7844449309,Jun 30 2014 12:00AM
224,621209647,adventure-works\william0,/3/3/2/,3,Scheduling Assistant,1981-11-06,M,M,2009-01-07,0,45,42,1,1A68CD62-6FE9-4613-90D4-2CD178E4E54A,Jun 30 2014 12:00AM
225,470689086,adventure-works\alan0,/3/3/3/,3,Scheduling Assistant,1984-03-29,M,M,2009-02-13,0,47,43,1,DE321854-B076-4D59-BB7B-42152031B108,Jun 30 2014 12:00AM
226,368691270,adventure-works\brian1,/3/3/4/,3,Scheduling Assistant,1984-08-11,M,M,2009-03-03,0,48,44,1,DFA02733-C26E-4E31-99D8-9167E4E5131D,Jun 30 2014 12:00AM
227,141165819,adventure-works\gary1,/3/4/,2,Facilities Manager,1971-02-18,M,M,2009-12-02,1,86,63,1,62F6EC59-5635-44F3-9CC1-2D8EEAF90A05,Jun 30 2014 12:00AM
228,553069203,adventure-works\christian0,/3/4/1/,3,Maintenance Supervisor,1976-01-18,M,M,2008-12-14,1,92,66,1,4611C7C5-90A0-407F-B054-93BD51533609,Jun 30 2014 12:00AM
229,879334904,adventure-works\lori1,/3/4/1/1/,4,Janitor,1970-07-31,M,F,2010-02-16,0,90,65,1,929FE187-EE24-4F5F-AF2A-F96324F09423,Jun 30 2014 12:00AM
230,28414965,adventure-works\stuart1,/3/4/1/2/,4,Janitor,1971-12-17,M,M,2010-03-05,0,88,64,1,CC2791E6-7629-49C5-922A-81445AFDF033,Jun 30 2014 12:00AM
231,153479919,adventure-works\jo1,/3/4/1/3/,4,Janitor,1954-04-24,M,F,2010-03-07,0,91,65,1,39AF5CCA-9B52-41E5-B510-72901D2578F6,Jun 30 2014 12:00AM
232,646304055,adventure-works\pat0,/3/4/1/4/,4,Janitor,1970-12-03,S,M,2010-01-27,0,89,64,1,49238447-30EE-4009-993F-0B6C756AB436,Jun 30 2014 12:00AM
233,552560652,adventure-works\magnus0,/3/4/2/,3,Facilities Administrative Assistant,1971-08-27,M,M,2009-12-21,0,87,63,1,0A4BCC09-ACE5-4481-9067-8B9ED70ECA18,Jun 30 2014 12:00AM
234,184188301,adventure-works\laura1,/4/,1,Chief Financial Officer,1976-01-06,M,F,2009-01-31,1,0,20,1,D5E315A6-BD65-4D67-9D5F-81EF5C4EF8A6,Jun 30 2014 12:00AM
235,535145551,adventure-works\paula0,/4/1/,2,Human Resources Manager,1976-02-11,M,F,2008-12-06,1,54,47,1,65028F15-4149-4DE5-B203-9D7EC86BAF87,Jun 30 2014 12:00AM
236,476980013,adventure-works\grant0,/4/1/1/,3,Human Resources Administrative Assistant,1976-04-16,S,M,2009-02-25,0,53,46,1,4511ABBA-7F34-400E-907B-A663C20E1A41,Jun 30 2014 12:00AM
237,416679555,adventure-works\hao0,/4/1/2/,3,Human Resources Administrative Assistant,1977-04-17,S,M,2009-02-06,0,52,46,1,FD53C4C8-B34E-460F-9EE5-747B07FE98B3,Jun 30 2014 12:00AM
238,264306399,adventure-works\vidur0,/4/1/3/,3,Recruiter,1984-08-01,S,M,2009-01-01,0,50,45,1,47E76B59-B137-4572-AD55-6B3E68C13BD3,Jun 30 2014 12:00AM
239,619308550,adventure-works\mindy0,/4/1/4/,3,Benefits Specialist,1984-11-20,M,F,2008-12-25,0,51,45,1,834D7AB6-06E6-4944-B42F-028CD4BD388E,Jun 30 2014 12:00AM
240,332040978,adventure-works\willis0,/4/1/5/,3,Recruiter,1978-07-18,S,M,2008-12-13,0,49,44,1,A1D86ECC-EA17-4B1B-8369-F1D07AB0A469,Jun 30 2014 12:00AM
241,30845,adventure-works\david6,/4/2/,2,Accounts Manager,1983-07-08,M,M,2009-01-30,1,57,48,1,2DC9D534-F5D1-4A14-8282-0A2A0EB6FD4D,Jun 30 2014 12:00AM
242,363923697,adventure-works\deborah0,/4/2/1/,3,Accounts Receivable Specialist,1976-03-06,M,F,2008-12-18,0,60,50,1,09F75454-028C-46CA-BC08-0147BD0220D7,Jun 30 2014 12:00AM
243,60517918,adventure-works\candy0,/4/2/2/,3,Accounts Receivable Specialist,1976-02-23,S,F,2009-01-06,0,61,50,1,9E9F713B-707C-4F7E-9504-DE188052A045,Jun 30 2014 12:00AM
244,931190412,adventure-works\bryan1,/4/2/3/,3,Accounts Receivable Specialist,1984-09-20,S,M,2009-01-24,0,62,51,1,CB3E71EC-A381-4716-87DF-D3841AB9795A,Jun 30 2014 12:00AM
245,363910111,adventure-works\barbara1,/4/2/4/,3,Accountant,1976-01-04,M,F,2009-02-18,1,58,49,1,3FFBA84E-8E97-4649-A5E1-859649D83AAE,Jun 30 2014 12:00AM
246,663843431,adventure-works\dragan0,/4/2/5/,3,Accounts Payable Specialist,1977-02-14,M,M,2009-02-11,0,63,51,1,51C54D34-064B-44F7-A6B1-7702BD491980,Jun 30 2014 12:00AM
247,519756660,adventure-works\janet0,/4/2/6/,3,Accounts Payable Specialist,1979-03-09,M,F,2009-03-01,0,64,52,1,0C641D77-8675-493F-9947-8C65136559CD,Jun 30 2014 12:00AM
248,480951955,adventure-works\mike0,/4/2/7/,3,Accountant,1979-07-01,S,M,2009-03-08,1,59,49,1,AC35337D-7C75-4DEE-BB11-6564F257FE18,Jun 30 2014 12:00AM
249,121491555,adventure-works\wendy0,/4/3/,2,Finance Manager,1984-10-11,S,F,2008-12-25,1,55,47,1,8F410408-4AA8-4D67-886D-530BFE4EBE3B,Jun 30 2014 12:00AM
250,895209680,adventure-works\sheela0,/4/3/1/,3,Purchasing Manager,1978-02-10,S,F,2011-02-25,1,49,44,1,7D6B0155-0191-4599-8394-378EBDE63C9A,Jun 30 2014 12:00AM
251,603686790,adventure-works\mikael0,/4/3/1/1/,4,Buyer,1984-08-17,S,M,2009-02-10,0,59,49,1,D0FD55FF-42FA-491E-8B3B-AB3316018909,Jun 30 2014 12:00AM
252,792847334,adventure-works\arvind0,/4/3/1/2/,4,Buyer,1974-08-21,M,M,2009-02-28,0,60,50,1,51DE26F0-6ED9-4A70-B689-88EB882674B6,Jun 30 2014 12:00AM
253,407505660,adventure-works\linda2,/4/3/1/3/,4,Buyer,1970-11-30,M,F,2009-12-17,0,56,48,1,ED06F9F4-2123-4C44-89D7-E43E1E1ABC2F,Jun 30 2014 12:00AM
254,482810518,adventure-works\fukiko0,/4/3/1/4/,4,Buyer,1970-11-24,M,M,2010-01-04,0,57,48,1,36CD6636-C657-4FC7-9BFA-CC1BFA9102A2,Jun 30 2014 12:00AM
255,466142721,adventure-works\gordon0,/4/3/1/5/,4,Buyer,1966-11-29,M,M,2010-01-11,0,52,46,1,2CB2D5C3-C437-49B1-9FFD-FAA096F6126F,Jun 30 2014 12:00AM
256,367453993,adventure-works\frank2,/4/3/1/6/,4,Buyer,1952-05-12,M,M,2010-01-23,0,58,49,1,0423D8D0-1B14-4718-8C17-85E2F98D222F,Jun 30 2014 12:00AM
257,381073001,adventure-works\eric2,/4/3/1/7/,4,Buyer,1972-09-17,S,M,2010-01-27,0,54,47,1,A28AB377-06F5-417A-A5E2-59F459088699,Jun 30 2014 12:00AM
258,785853949,adventure-works\erin0,/4/3/1/8/,4,Buyer,1971-01-04,S,F,2010-01-31,0,53,46,1,B60712A9-50A5-4296-B892-69C4701834B0,Jun 30 2014 12:00AM
259,20269531,adventure-works\ben0,/4/3/1/9/,4,Buyer,1973-06-03,M,M,2010-03-09,0,55,47,1,B9641CAE-765C-4662-B760-C167A1F2B8B5,Jun 30 2014 12:00AM
